endpoint/type,endpoint/file_path,endpoint/module_name,endpoint/class_name,endpoint/name,referer/file_path,referer/module_name,referer/class_name,referer/name
class,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,Address,Address,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/model.py,clubjt_impl.api.user.model,,Address
class,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,Address,Address,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/model.py,clubjt_impl.api.user.model,,Address
class,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,Address,Address,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,,Address
class,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,Address,Address,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,AddressService,Address
class,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,Address,Address,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,AddressService,Address
class,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,Address,Address,/Users/sugiyama/clubjt-server/clubjt-impl/clubjt_impl/api/user/service/address.py,clubjt_impl.api.user.service.address,AddressService,Address
